start_stop,vid_cid,label,VAD,text,vid,i,path
[24.9300 - 27.3100],Ses04M_impro07_F003,exc,"[5.0000, 4.5000, 4.5000]",know you applied to U.S.C..,Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F003.wav
[43.8400 - 53.0700],Ses04M_impro07_F004,exc,"[4.5000, 3.5000, 4.5000]","That's amazing.  I've seen it on TV. Um, Wow.  I mean, well what are you going to major in?  What are you going to do?",Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F004.wav
[66.8400 - 68.0100],Ses04M_impro07_F006,exc,"[4.0000, 3.0000, 3.5000]",Right.,Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F006.wav
[68.1900 - 69.2900],Ses04M_impro07_F007,exc,"[4.0000, 3.0000, 3.5000]",Yes.,Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F007.wav
[69.4400 - 72.5700],Ses04M_impro07_F008,exc,"[4.0000, 3.0000, 3.5000]",Is U.S.C. known for its history program?,Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F008.wav
[78.3200 - 81.5371],Ses04M_impro07_F009,exc,"[4.0000, 4.0000, 4.0000]",I know.  It's a great school and you know,Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F009.wav
[81.5400 - 83.3100],Ses04M_impro07_F010,exc,"[3.5000, 3.0000, 3.5000]",It's all about the connections,Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F010.wav
[92.6600 - 95.3147],Ses04M_impro07_F011,hap,"[4.5000, 4.0000, 4.5000]","Oh, you did not just say that.",Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F011.wav
[98.8600 - 101.2900],Ses04M_impro07_F012,exc,"[4.5000, 3.5000, 4.0000]",I know.  You're going to be so close.,Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F012.wav
[108.8400 - 111.3800],Ses04M_impro07_F013,exc,"[4.5000, 4.5000, 4.0000]",I'm glad you did.,Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F013.wav
[112.0900 - 116.9200],Ses04M_impro07_F014,exc,"[4.5000, 4.0000, 4.5000]","That's great.  I mean, I'm really glad you're not going to go anywhere.  You'll still be here.",Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F014.wav
[120.5600 - 123.9410],Ses04M_impro07_F015,exc,"[4.0000, 4.0000, 4.0000]",Everything in LA is twenty minutes away.,Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F015.wav
[126.1200 - 129.1900],Ses04M_impro07_F016,exc,"[4.5000, 4.0000, 4.0000]",Give or take. [LAUGHTER],Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F016.wav
[130.2500 - 132.5500],Ses04M_impro07_F017,exc,"[4.5000, 4.0000, 4.0000]",Well congratulations.,Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F017.wav
[144.6200 - 146.0500],Ses04M_impro07_F018,exc,"[4.5000, 4.0000, 4.0000]",Yeah.,Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F018.wav
[171.1000 - 173.9900],Ses04M_impro07_F022,exc,"[4.5000, 4.5000, 4.5000]","But, congrats on the U.S.C. thing.",Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F022.wav
[178.4800 - 181.5500],Ses04M_impro07_F023,neu,"[4.0000, 3.5000, 3.5000]","The -- what, the- I mean--",Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F023.wav
[199.1000 - 201.6200],Ses04M_impro07_F026,neu,"[3.5000, 2.5000, 3.0000]","Okay.  Well that's cool, too, but like--",Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F026.wav
[202.7300 - 206.6762],Ses04M_impro07_F027,exc,"[4.5000, 4.0000, 4.5000]","Wow, you are a winner and a half. [LAUGHTER]",Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F027.wav
[251.0000 - 252.8100],Ses04M_impro07_F036,neu,"[2.5000, 3.0000, 3.0000]",Excuse me?,Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F036.wav
[259.6600 - 261.0800],Ses04M_impro07_F037,neu,"[3.5000, 4.0000, 3.5000]",No.,Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_F037.wav
[7.2900 - 18.9700],Ses04M_impro07_M000,exc,"[4.0000, 3.5000, 4.0000]","Alright, so you're not going to believe this.  But I went home today. I looked through the mail.  And I got an acceptance letter from U.S.C..",Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M000.wav
[18.9900 - 21.7200],Ses04M_impro07_M001,exc,"[4.0000, 3.5000, 3.5000]",I'm going to U.S.C.. Yeah.,Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M001.wav
[21.7700 - 23.5899],Ses04M_impro07_M002,exc,"[4.5000, 3.5000, 3.5000]","Yeah, yeah.",Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M002.wav
[25.3300 - 30.1000],Ses04M_impro07_M003,exc,"[4.0000, 3.5000, 4.0000]","I did.  I did. I've -- yeah, I applied to U.S.C..  I mean, it's really expensive but",Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M003.wav
[30.1000 - 32.5700],Ses04M_impro07_M004,exc,"[4.0000, 3.0000, 3.5000]",it's a really good school.  So,Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M004.wav
[60.3300 - 67.3800],Ses04M_impro07_M007,hap,"[3.5000, 4.0000, 4.0000]","Yeah.  I like to know about history, 'cause, you know, it's- it's just so relevant to the present.",Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M007.wav
[67.5300 - 68.7200],Ses04M_impro07_M008,hap,"[4.0000, 2.5000, 3.0000]",Yeah.,Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M008.wav
[68.9000 - 70.3300],Ses04M_impro07_M009,hap,"[3.5000, 2.5000, 2.5000]","And, uh-",Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M009.wav
[71.7700 - 78.3100],Ses04M_impro07_M010,hap,"[3.5000, 3.0000, 4.0000]","Um, you know, I don't think so.  But I think that, you know, it's still a private school",Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M010.wav
[78.3100 - 81.5131],Ses04M_impro07_M011,hap,"[3.5000, 3.5000, 3.5000]","and right you know it's still- and then, you know, I mean-",Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M011.wav
[81.5200 - 87.5000],Ses04M_impro07_M012,hap,"[3.5000, 3.0000, 3.5000]","I'm guessing, you know it's like I I checked it out.  And, like, they have a decent history program.",Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M012.wav
[87.5000 - 93.2800],Ses04M_impro07_M013,hap,"[4.5000, 4.0000, 4.5000]","So -- and like the geology just is awesome.  It rocks, no pun intended. [LAUGHTER]",Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M013.wav
[93.3100 - 102.2600],Ses04M_impro07_M014,exc,"[4.5000, 4.5000, 4.5000]","Um, but, uh- anyway -- yeah, so that's awesome, though, because you live here and then we're not going to be separated by me going to some other school",Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M014.wav
[102.2700 - 110.7400],Ses04M_impro07_M015,exc,"[5.0000, 5.0000, 4.0000]","And, uh, it's just really exciting.  I- You know, I'm -- just I want to- I want to share this special happy moment with you. It's awesome",Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M015.wav
[134.2800 - 139.9700],Ses04M_impro07_M020,exc,"[3.5000, 3.5000, 4.0000]","umm, and I'm going to check out school and get, you know, check out the courses",Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M020.wav
[139.9763 - 145.0800],Ses04M_impro07_M021,exc,"[4.0000, 3.0000, 4.0000]",find out all this stuff.  And- and I don't know.  I think I'm going to try to live in a dorm.,Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M021.wav
[167.4159 - 171.6000],Ses04M_impro07_M025,neu,"[3.0000, 2.5000, 3.5000]","Ouch.  That's, um -- oh, wow.",Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M025.wav
[173.1500 - 179.0100],Ses04M_impro07_M026,neu,"[3.0000, 3.0000, 3.5000]","No, no, I mean, I didn't know -- I didn't know that about you. Um, I feel like --",Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M026.wav
[197.6800 - 199.6400],Ses04M_impro07_M029,neu,"[3.0000, 2.5000, 3.5000]",I'll go to basketball games.,Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M029.wav
[200.8100 - 203.1400],Ses04M_impro07_M030,neu,"[4.0000, 2.5000, 3.0000]",Maybe some golf matches.,Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M030.wav
[206.3175 - 209.6900],Ses04M_impro07_M032,neu,"[3.0000, 3.0000, 3.5000]",I don't know.  Do they have golf?  Do they have- Does U.S.C. have a -- I don't know if they have a golf team.,Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M032.wav
[223.6400 - 225.5900],Ses04M_impro07_M035,neu,"[2.5000, 3.0000, 3.0000]","No, I'm not going to go to a football game.",Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M035.wav
[226.4400 - 231.4600],Ses04M_impro07_M036,neu,"[2.0000, 3.0000, 3.0000]",Forget it. Forget it. Forget it. No way.,Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M036.wav
[233.9800 - 235.8200],Ses04M_impro07_M037,neu,"[3.0000, 3.5000, 3.0000]",I do -- I will need to get a gun-,Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M037.wav
[245.7100 - 252.1600],Ses04M_impro07_M040,neu,"[3.0000, 3.0000, 4.0000]","Okay.  Um, but, no, I, uh, I do need to get a gun soon, though, 'cause I mean",Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M040.wav
[252.3000 - 258.5300],Ses04M_impro07_M041,neu,"[3.0000, 3.5000, 4.0000]",I need to get like a -- just a small little gun just 'cause -- or like a taser or something or just like a butterfly knife,Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M041.wav
[258.5600 - 262.7500],Ses04M_impro07_M042,neu,"[3.5000, 3.5000, 3.5000]","'cause, you know, I mean, it's like If I ever want to go south of campus",Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M042.wav
[266.2300 - 270.0900],Ses04M_impro07_M043,neu,"[2.5000, 2.5000, 3.5000]",Well I need to defend myself from,Ses04M_impro07,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro07/Ses04M_impro07_M043.wav
[12.1100 - 25.2700],Ses04M_impro08_F000,fru,"[3.5000, 3.5000, 4.0000]",Hi.  I've been on the phone for an hour trying to get a little discrepancy on my bill fixed.  I was charged for two hundred dollars worth of calls that I didn't make.,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F000.wav
[27.4200 - 32.1700],Ses04M_impro08_F001,fru,"[3.0000, 3.5000, 3.0000]",I'm positive.  They came from like another state.,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F001.wav
[34.0959 - 39.7300],Ses04M_impro08_F002,fru,"[2.5000, 3.5000, 3.5000]","Uh. Yeah, I just gave it to the automated thing like five times.",Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F002.wav
[41.6100 - 45.5300],Ses04M_impro08_F003,fru,"[2.5000, 3.5000, 3.5000]",Okay.  three two three six nine seven five zero six six.  Can we move on?,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F003.wav
[54.5500 - 63.8900],Ses04M_impro08_F006,fru,"[2.0000, 4.0000, 4.0000]","Yes, and I've been through all of the menus, pushed one and star and pound and all of that stuff and I'm just trying to get through to a person who can",Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F006.wav
[63.9300 - 70.3600],Ses04M_impro08_F007,fru,"[2.0000, 4.5000, 3.5000]","take off the charges that came from like Nebraska or wherever because, obviously, I didn't make those.",Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F007.wav
[70.5300 - 75.6300],Ses04M_impro08_F008,fru,"[2.0000, 3.5000, 4.0000]",So can you please refund the mischarged charges,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F008.wav
[76.4700 - 81.4900],Ses04M_impro08_F009,fru,"[2.0000, 3.5000, 4.0000]",I did not make the calls from B.F.E. Nebraska.,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F009.wav
[85.6500 - 88.5300],Ses04M_impro08_F010,fru,"[2.5000, 3.5000, 4.0000]",So could you discretion it back?,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F010.wav
[93.2200 - 95.8300],Ses04M_impro08_F011,fru,"[2.0000, 3.5000, 4.0000]","Okay, but that's like half",Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F011.wav
[95.8300 - 100.7668],Ses04M_impro08_F012,fru,"[1.5000, 3.5000, 4.5000]",of the money that I was charged that I didn't make those calls.,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F012.wav
[111.1800 - 118.4000],Ses04M_impro08_F013,fru,"[2.0000, 3.5000, 3.0000]","Okay, no, look, I- I- I- I'm really -- I'm trying to be patient.  I know this isn't your fault.  I know that you didn't do it",Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F013.wav
[118.4100 - 125.2300],Ses04M_impro08_F014,fru,"[2.0000, 4.0000, 4.0000]","but, at the same time, I have been through an hour of little robot voices telling me what I needed to do.",Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F014.wav
[147.6700 - 149.7900],Ses04M_impro08_F016,fru,"[3.5000, 3.5000, 3.5000]",Excuse me?,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F016.wav
[150.5900 - 152.8600],Ses04M_impro08_F017,fru,"[2.5000, 3.0000, 2.5000]",How long does that take?,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F017.wav
[157.4243 - 163.4661],Ses04M_impro08_F018,fru,"[1.5000, 4.0000, 3.5000]",I have to wait a few weeks for people come go through my things to get the money back that I didn't spend?,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F018.wav
[169.6000 - 170.9700],Ses04M_impro08_F019,sur,"[3.5000, 3.0000, 2.5000]",Really?,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F019.wav
[172.4800 - 174.8600],Ses04M_impro08_F020,neu,"[3.0000, 2.0000, 2.5000]",You're just going to put it back on my account.,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F020.wav
[183.1300 - 185.3500],Ses04M_impro08_F021,sur,"[4.0000, 3.0000, 2.5000]",So you're just going to take care of this for me?,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F021.wav
[185.6000 - 187.7700],Ses04M_impro08_F022,hap,"[4.0000, 3.0000, 4.0000]","Oh, my God, thank you so much.",Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F022.wav
[187.7800 - 192.7400],Ses04M_impro08_F023,hap,"[3.5000, 3.0000, 4.0000]","I really appreciate this. I know it's not policy or whatever but, seriously",Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F023.wav
[193.1700 - 195.6600],Ses04M_impro08_F024,hap,"[4.0000, 4.0000, 3.5000]",make my life a lot easier.,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F024.wav
[197.4600 - 200.5700],Ses04M_impro08_F025,sur,"[4.5000, 4.0000, 3.0000]",Really?,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F025.wav
[217.2506 - 218.8700],Ses04M_impro08_F027,neu,"[3.5000, 3.5000, 2.0000]",I'll,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F027.wav
[219.0000 - 223.2100],Ses04M_impro08_F028,neu,"[3.5000, 2.0000, 2.5000]","call up the Sprint call center and, uh, you know. cool",Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F028.wav
[228.2400 - 229.1073],Ses04M_impro08_F030,neu,"[3.0000, 2.5000, 2.5000]",You too.,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_F030.wav
[6.0200 - 12.6500],Ses04M_impro08_M000,fru,"[2.5000, 3.0000, 3.5000]",Thank you for calling Sprint.  We care about everybody.  How can I help you?,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_M000.wav
[25.3500 - 28.2200],Ses04M_impro08_M001,neu,"[2.5000, 3.0000, 2.5000]",Are you sure you didn't make them?,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_M001.wav
[31.6032 - 34.8142],Ses04M_impro08_M002,fru,"[2.5000, 2.5000, 3.0000]","Can I get your phone number, please?",Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_M002.wav
[38.0800 - 43.6400],Ses04M_impro08_M003,fru,"[2.0000, 3.0000, 3.5000]",I'm going to need it again.  I need to look at your file.  If you want me to look at your file--,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_M003.wav
[44.9400 - 46.1000],Ses04M_impro08_M004,neu,"[3.0000, 2.5000, 3.0000]",Okay.,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_M004.wav
[46.1300 - 50.0300],Ses04M_impro08_M005,neu,"[3.0000, 3.0000, 3.5000]","Umm, Miss Aruckman",Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_M005.wav
[50.5313 - 55.7900],Ses04M_impro08_M006,neu,"[2.5000, 3.0000, 3.0000]",I am seeing the two hundred dollar charge.,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_M006.wav
[68.9900 - 73.4300],Ses04M_impro08_M007,fru,"[3.0000, 2.5000, 3.0000]",Well I'm looking at these.,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_M007.wav
[74.7300 - 78.0600],Ses04M_impro08_M008,neu,"[3.0000, 3.0000, 3.5000]",So you're saying that you didn't make these calls.,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_M008.wav
[80.9300 - 86.9000],Ses04M_impro08_M009,fru,"[3.0000, 2.5000, 3.5000]","Well I mean, I'm supposed to use discretion in the situation and, um--",Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_M009.wav
[88.0300 - 93.4100],Ses04M_impro08_M010,neu,"[2.5000, 3.0000, 3.5000]",All I can do for you right now is give you a hundred dollars.,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_M010.wav
[97.6900 - 99.3800],Ses04M_impro08_M011,neu,"[3.5000, 2.5000, 2.5000]",What I can,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_M011.wav
[100.4200 - 109.0700],Ses04M_impro08_M012,neu,"[3.0000, 3.0000, 3.0000]",What I can do for you is give you a hundred dollars right now and fill out complaint form,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_M012.wav
[109.0954 - 114.4400],Ses04M_impro08_M013,neu,"[3.0000, 2.5000, 3.0000]",which you- which you'll have to go into a local Verizon dealer--  or Sprint.,Ses04M_impro08,4,/home/admin/workspace/data/multimodal-sentiment-analysis/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_impro08/Ses04M_impro08_M013.wav
