vid	start	stop	label	cid	text
srbrWyZRMCI	76.707	86.597	1.0	9	 Now access will vary to this information depending on your membership level, but I can assure you that there is something incredible in there for each membership level
srbrWyZRMCI	74.113	77.208	1.3333333730697632	8	 Our system will take care of the rest for you
ssH8WQF4eN0	13.61	32.33	0.0	1	that does the Danish Government and the Danish Parliament and it is up to us under those guidelines to contribute to this value creation and value optimisation  as best as we can at the Embassy in Tokyo 
ssH8WQF4eN0	0.0	13.842	0.3333333432674408	0	The Danish Embassy in Tokyo works for Denmark in Japan and contributes to creating values for Denmark and who define what those values are?
sw-smuVRByI	7.295	11.617	0.6666666865348816	1	So, you know, they're doing it, because they want to do it
sw-smuVRByI	0.0	7.826	0.0	0	But it's not a crazy amount of money where girls would feel pressured into doing it if they, kind of, didn't really want to
sw-smuVRByI	14.967	18.392	-0.6666666865348816	3	Well, I can't think of any other reason apart from getting the money
sw-smuVRByI	10.747	15.967	0.0	2	Because they want to get that little bit of extra money or for whatever reason
sw-smuVRByI	27.639	38.217	-1.3333333730697632	5	However, the second point that I want to make is that I do think that advertising, in general, has gone too far
sw-smuVRByI	17.961	28.639	0.3333333432674408	4	But , yeah, it's not like that they don't want to do it or they're being forced into it or anything like that
sw-smuVRByI	48.87	52.265	0.0	7	I mean, that is a crazy amount of advertisements
sw-smuVRByI	37.776	49.062	-0.3333333432674408	6	I read somewhere, I can't remember where but I read somewhere that the avarage person is exposed to about five thousand advertisements a day
t-wXEPHHtME	43.143	52.794	0.0	3	It's not just following a guideline, it's not just following an outline, that's actually something we're going to talk about later.
t-wXEPHHtME	28.976	43.844	0.3333333432674408	2	Then you are going to read it right off the paper, so it might be almost like reading a story because your speech is going to be word-for-word what is on the paper.
t-wXEPHHtME	71.639	77.248	0.3333333432674408	6	Obviously there are some pros and some cons, and we're going to look at those now.
t0Wi5Nb6kbI	80.169	94.918	-1.3333333730697632	10	Since the entrepreneur business owner is usually the number one finder in a company this dilution of the critical Finder's role can lead to a downward cycle where growth declines, expenses increase, and cash runs out.
t0Wi5Nb6kbI	25.723	36.201	0.0	3	Here's what I mean, every company's unofficial org chart is comprised of just three types of employees; Finders, Minders and Grinders.
t0Wi5Nb6kbI	100.702	110.961	0.3333333432674408	12	Know who's in it and follow the B2B CFO® golden rule; Let the Finders find, Minders mind, and Grinders grind.
t0Wi5Nb6kbI	61.262	65.585	0.0	7	Grinders are the employees that do the actual work of the company.
t2U7w3K2qac	47.154	54.53	1.3333333730697632	8	Now these are at various banks and the internet is a great way to enhance your search for the best rates possible.
t2U7w3K2qac	8.552	18.043	0.6666666865348816	2	At the bottom are savings and then you have your more risky stuff like mutual funds and stocks and then at the top are your annuities and retirement.
t4-ZulW5np4	9.789	18.98	-0.6666666865348816	1	[Loyalty360:] And your company prides itself as the customer engagement experts - why is customer engagement important, and just as importantly, is it profitable
t4-ZulW5np4	-0.438	10.011	1.6666666269302368	0	[BH]: We now have the technology available to us to enable this for the mass market, and what this results in for our clients is extraordinary measurable results
t4-ZulW5np4	20.215	24.648	1.0	3	Customer engagement is very important for the health of any organization
t4-ZulW5np4	31.29	36.421	2.0	5	[BH:] Your most engaged customers are also your most profitable and your most influential
t4-ZulW5np4	23.967	31.702	1.0	4	[BH:] Customers are companies' most important asset, and they need to feel valued beyond just that transactional relationship
t7a3zECpT4k	8.462	27.84	-1.0	1	I was on a plane with him and I was telling him how frustrating it is in our industry because people are so afraid to change, and it takes forever, and we get caught up in our underpants because we keep asking all these questions are really irrelevant because we're afraid to ask the big question.
t7a3zECpT4k	93.17	98.061	0.3333333432674408	14	What's the right media channels based on the right audiences?
t7a3zECpT4k	102.967	114.643	-0.3333333432674408	17	So if we can take that big question and turn it into lots of small soundbites and check off the list as we're moving forward in 6 to 12 months we can make a lot of progress.
t7a3zECpT4k	36.049	41.749	-0.6666666865348816	6	He says most people don't change because they ask too big a question.
t80DGfWJ3fI	0.0	1.839	0.3333333432674408	0	here at the University of Toronto
tL8RzwWSmAE	9.22	16.047	-0.6666666865348816	1	For some reason the reviews that you will find online appear really fake to me, I'm not sure why that is.
tL8RzwWSmAE	0.0	9.841	-0.3333333432674408	0	"If you are looking for some REAL user reviews of the fantastic slimming supplement called ""phen375"" then you are totally out of luck!"
tL8RzwWSmAE	20.834	33.537	1.0	3	For more information simply visit phen375userreviews.com or click the link in the description below to get the best phen375 discount, thanks for watching.
tL8RzwWSmAE	15.047	21.395	0.6666666865348816	2	If you would like some honest testimonials just check out the video reviews on the proper website.
tQk-eoA7JyE	29.654	45.47	0.3333333432674408	5	But I think that we see it as partially coming from campaigns, partially coming from platforms, partially coming from mobile.
tQk-eoA7JyE	45.199	54.669	0.3333333432674408	6	And so it's really integrating it that we haven't seen good examples of yet.
tRSPfPlNbMU	124.119	131.854	0.3333333432674408	24	The ideal mix is an investor the underwrites the production and marketing in exchange for a percentage of sales.
tRSPfPlNbMU	18.878	24.817	-1.0	3	Before we go any further, the prospects aren't too good, even if you do everything right.
tRSPfPlNbMU	50.636	56.016	0.6666666865348816	12	So if you really do have the next hula hoop or Frisbee you'll have some bargaining power.
tRSPfPlNbMU	24.186	29.985	0.3333333432674408	4	"It's still a little like picking the right case on ""Deal or No Deal"". Still with me?"
tUTf9R5u6r0	15.187	19.709	1.6666666269302368	5	Visit NumberOneOnTheList.com (Number One On The List Dot Com) today!
tXQQ0joMq1Q	11.854	18.083	0.0	3	Many times you don't have that on hand so you have to borrow it from a financial institution.
tXxXhGD1aMo	0.341	5.341	1.6666666269302368	1	- HE SET UP A PROGRAM THAT HAS SAVED THE SHOW THOUSANDS OF REAMS OF PAPER
tXxXhGD1aMo	48.631	53.203	1.0	11	"AND NOW IT'S TIME FOR OUR SEGMENT ""WHAT'S WRONG WITH THESE SIGNS"
tXxXhGD1aMo	10.667	14.78	0.6666666865348816	3	AND NO MATTER WHAT WE DO, WE JUST DON'T WANT TO WASTE PAPER
tXxXhGD1aMo	4.601	11.318	1.6666666269302368	2	YOU TAUGHT US THAT WE WANT TO USE OUR PAPER WISELY, WE WANT TO USE THE BACKS OF PAPER INSTEAD OF JUST PRINTING THE FRONT
tXxXhGD1aMo	13.94	27.252	2.3333332538604736	6	"[cheers and applause] THAT IS WHY TODAY, PETE, WE ARE GIVING YOU OUR ""ELLEN"" SHOW PAPER SAVER AWARD"
tXxf6-CilNI	107.886	123.283	0.0	20	There's about--so far about 4,000 articles that we're sifting through, abstracting, and then really creating a map of what concussion looks like,  and from that map, associations and a definition will come out of that.
tXxf6-CilNI	122.693	126.376	-0.3333333432674408	21	We don't believe that this is going to be a static definition.
tXxf6-CilNI	128.2	134.249	0.0	23	It's going to have not only a definition but prognostic ability in it.
tXxf6-CilNI	99.805	107.878	0.0	18	 They are signed into this process, and so we're going ahead.
tXxf6-CilNI	4.83	14.062	-0.6666666865348816	1	And the other thing is we've all accepted the fact that a medical definition has got to be quantitative in some way.
tXxf6-CilNI	0.0	5.441	0.3333333432674408	0	Well, the definition has got to have some clinical utility, obviously.
tXxf6-CilNI	32.138	41.27	0.0	6	These are the kinds of things we have to sort through and see not only what the prevalence--is it a higher prevalence after a head injury?
tXxf6-CilNI	53.44	70.015	0.0	9	We need to look at all those associations, and even imaging, MRIs, CT scan, biomarkers and so on, how do they relate to these signs, symptoms, neurocognitive deficits?
tXxf6-CilNI	47.683	54.4	0.0	8	If somebody has a headache after a presumed head injury, are they more likely to have a cognitive deficit?
ta26Z2YEVMQ	0.0	5.032	1.3333333730697632	0	The way to do it is to use every muscle on your body including your voice
ta26Z2YEVMQ	21.612	26.883	-2.3333332538604736	3	"If you're judging yourself: ""I'm tired of you judging me"" and slam it out on the bed"
ta26Z2YEVMQ	14.319	22.363	-0.6666666865348816	2	You get your Wiffle ball bat and you yell and you scream and you go and push yourself and take everything out
ta26Z2YEVMQ	26.292	31.891	0.0	4	You're tired of a certain belief, you're angry, vocalize it and smash it on the bed
taCchyi5h68	21.283	29.387	0.3333333432674408	3	Well usually on the college level your persuasive speech will not involve your audience.
taGs3-SMoYM	16.274	26.553	1.3333333730697632	1	 But I saw Kathi would come in and actually help me not only come up with systems and a management of those systems, but actually help me purge the things that I need to do
taGs3-SMoYM	0.58	16.785	0.6666666865348816	0	The reason I called Kathi, number one, is because she has such an ease of approach that I could tell from her website that fit what I currently needed, because the big revelation to me has been not getting organized, not having a daily schedule because I'm not a scheduled person
taGs3-SMoYM	30.612	35.433	1.0	3	 I don't like to be told when to do things and what to do when those time frames come
taGs3-SMoYM	26.172	31.612	1.0	2	 And as a creative, free flowing person, I don't like schedules
taGs3-SMoYM	48.361	55.498	1.0	5	 And it has been through Kathi getting me organized with time management and a professional filing system
taGs3-SMoYM	34.952	49.361	1.3333333730697632	4	 But what she's showing me and the big revelation for me is, by being organized and by learning a system and managing a system, I'm actually finally getting to do the things and begin the journey of doing what I've wanted to do for so long
tdIZZ9v0IGA	-0.158	6.279	0.6666666865348816	0	"Hillary on the other hand smartly spoke in second person -- meaning she used the word ""you"
tdIZZ9v0IGA	5.778	13.563	1.0	2	our country what it should be to grow the economy to make it fairer, to make it work for everyone
tdIZZ9v0IGA	22.38	29.896	-0.3333333432674408	4	"In her closing remarks, she did look at the camera dead on giving viewers an increased sense that she was talking to ""you"
tdIZZ9v0IGA	38.364	45.949	-0.3333333432674408	7	So that said, I would say that Hillary beat Donald in the final two debates in very similar fashion to one another
tdIZZ9v0IGA	30.622	38.935	0.0	6	Again, I'm just commenting on who won from a charisma perspective which isn't what you should base your vote on even though some people may
tdIZZ9v0IGA	45.169	51.297	0.3333333432674408	8	Yes, Trump won on zingers but those were far less impactful in these quieter debate styles
tgrxA3CiBv0	70.97	78.595	0.6666666865348816	11	So you have to go to a very skilled surgeon for that, who's got a lot of experience in dealing with African-American skin.
tgrxA3CiBv0	77.874	85.21	1.0	12	One of the other important variations to understand and appreciate is the ethnic differences in the hairline shape.
tgrxA3CiBv0	91.573	100.495	0.6666666865348816	15	For African-American patients, they often want it more straight across and there's a sharper edge to the transplant in the hairline zone.
tgrxA3CiBv0	99.795	108.766	0.3333333432674408	16	So it's important that you create the hairline that's appropriate for the ethnic patient that you're dealing with.
tgrxA3CiBv0	22.311	33.438	2.3333332538604736	3	I've done many, many, many transplants on these patients, and we get extremely good results, but it's important to know two particular factors with African-American skin.
tgrxA3CiBv0	17.721	22.842	1.3333333730697632	2	Hair transplants are extremely effective for patients with black skin.
tgrxA3CiBv0	41.876	47.705	0.0	7	Also, when you're transplanting them and putting them in, you have to keep in mind that they can curl a little bit easier.
tgrxA3CiBv0	36.778	42.327	0.6666666865348816	6	So it's important when you're cutting the graft that you're very careful at how you do that.
tgrxA3CiBv0	55.874	69.196	-0.6666666865348816	9	This also implies that it's difficult to do this procedure on African-American patients with the FUE, where you're cutting them out one at a time, because it's often difficult to see that C-shaped curve.
tgrxA3CiBv0	47.054	56.525	0.6666666865348816	8	So while one of the benefits is you get more coverage with less number of grafts, you've got to be more particular and more skilled at how you cut the grafts.
tnhRxo-g3Xw	52.302	55.996	-0.3333333432674408	1	later impeccable people related a conversation uh
trQLgl6ncmk	53.709	59.818	-1.3333333730697632	8	Those folks just don't last very long and chances are the campaign will not be that successful.
trQLgl6ncmk	13.98	20.128	0.0	2	Now obviously, I'm not going to be able to cover everything there is in these segments, as far as running a campaign.
trQLgl6ncmk	79.66	96.564	0.0	15	In the next segment, I'm going to go into the three main areas of most campaigns which involve the field staff, financial staff and the media staff, and these apply, be it a campaign for a candidate or a campaign for an initiative.
trQLgl6ncmk	74.881	80.66	0.3333333432674408	14	So this is something to keep in mind as you develop a staff and you start looking for people with whom you can work.
trQLgl6ncmk	31.25	44.912	0.3333333432674408	5	A successful campaign might lead to a job but a campaign itself is a very unique animal in that you're trying, the whole purpose for your existence is to get an initiative on the ballot or to get a candidate elected.
tv8IhQZQuJI	86.485	104.756	1.0	11	That is if, for example, the currency that you’ve drawn down moves against you, and the dollar moves against you, it can actually increase your home loan from $500,000 up to $600,000, $700,000 or whatever the case may be.
tv8IhQZQuJI	104.753	109.495	-1.3333333730697632	12	The issue there is that the danger is that you may be open to what’s called a margin call.
tv8IhQZQuJI	136.84	143.537	-1.6666666269302368	14	Otherwise you could be in a terrible position of having to sell and having nothing but a debt outstanding.
tv8IhQZQuJI	176.281	197.225	2.0	16	If after watching this video you have some further questions about foreign currency loans and it is of interest to you because you’re a high net worth individual and you’re also working with a licensed financial planner that can assist you with the risks involved and making the right recommendations for you, by all means give us a call.
tv8IhQZQuJI	201.952	206.834	1.3333333730697632	19	I’ll look forward to seeing you inside the next video with some more tips.
tv8IhQZQuJI	0.0	14.401	0.6666666865348816	0	Hi, this is Andrew Krauksts here with Australian Expat Loans, and today I just want to give you a very quick tip and share with you some ideas on a very common question that I get about foreign currency loans for Aussie Expats and Foreign Investors.
tv8IhQZQuJI	42.016	47.615	0.0	5	I think most people are aware of the pro’s of getting a cheap interest rate.
tv8IhQZQuJI	32.178	43.016	0.3333333432674408	4	I just want to go through and share with you some of the mechanics of a foreign currency loan, which a lot of people don’t really understand, especially the pro’s, but also the con’s.
tv8IhQZQuJI	47.064	63.759	0.0	6	If you were to draw down a $500,000 home loan  – and when I say $500,000, I mean in Aussie dollars, because the purchase price of the property is going to be in Australian dollars, for this example $715,000 – the lender will convert to the foreign currency that you wish.
tv8IhQZQuJI	76.098	84.112	0.0	9	That’s obviously one of the reasons why we get asked a lot of questions about foreign currency loans for Australian Expats and Foreign Investors.
tv8IhQZQuJI	67.358	77.098	1.0	8	Now, obviously the pro’s about it is that you’re going to get a very cheap rate compared to the Australian home loan interest rate at a fraction of the cost.
tvE_DucE0_k	0.0	12.735	1.3333333730697632	0	"This period of test stimulation shows the patient exactly, and I mean exactly, what a permanent stimulator feels like so for those days it's going to be pretty simple for them to say, ""Hey, this is great."
tvE_DucE0_k	65.143	73.936	1.0	12	Eat whatever they need to because if this is going to work, it's going to work under all circumstances and again work very dramatically.
tvE_DucE0_k	35.62	47.366	-0.6666666865348816	8	While it's a little unwieldy or maybe a little frustrating because they have some tape and wires, well, the wires bundle together, they'll pass under the shirt and the little battery will affix to the beltline.
tvE_DucE0_k	30.532	36.511	0.3333333432674408	7	When the patient goes home for those three days, we encourage them to get out and do normal activities.
tvE_DucE0_k	25.902	31.283	1.3333333730697632	6	It will continue to work and we'll have a very happy patient.
tw2xFbfgV4U	63.198	70.942	0.6666666865348816	11	At the end of the day, what good is designing beautiful buttons, text, and graphics unless you understand the screens that it will be shown on, right?
tw2xFbfgV4U	78.812	86.188	-0.3333333432674408	13	Screen resolution is a commonly used spec when buying a device, but it's actually not that useful when designing for Android.
tw2xFbfgV4U	128.779	140.804	-0.3333333432674408	20	Recognizing that generating pixel perfect assets for every existing device doesn't scale and that one would need a systematic way to deal with assets on different screens to better fit.
tw2xFbfgV4U	85.637	94.229	0.6666666865348816	14	because thinking of screens in terms of pixels ignores the notion of physical size, which for touch device is really really important.
tw2xFbfgV4U	105.801	119.562	0.3333333432674408	17	Mobile designers accustomed to IOS, where there was only one form factor to design for, would apply that same practices to Android and design assets for one or two flagship devices with exact pixel sizes.
tw2xFbfgV4U	118.891	123.792	-1.3333333730697632	18	These designs would look horrible when viewed in a device with different proportions.
tw2xFbfgV4U	2.965	10.669	0.6666666865348816	1	We'll talk about choosing the right UI patterns, laying out your screens, working with graphics and texts, and a whole lot more.
tw2xFbfgV4U	16.504	21.585	0.3333333432674408	3	That your designs must work on a lot of often very different devices.
tw2xFbfgV4U	10.019	17.105	0.6666666865348816	2	But before we get into all those really fun things, we'll first need to learn about one of the core aspects of Android design.
tw2xFbfgV4U	29.714	35.473	1.3333333730697632	6	The good news is that Android has been designed to handle this variety in device types from day one.
tw2xFbfgV4U	41.278	50.329	0.3333333432674408	8	Your goal should be to create a single app that runs across a range of devices adapting the interface depending on what device it's currently running on.
txjqbr6FoZs	97.59	116.299	0.0	10	We’ve got fifteen to twenty hours of teaching a week and that’s been the same, pretty much, throughout my three years at Kingston but if you do have a problem in lectures or in your seminars you can go to lecture office hours and have an appointed time, just one on one, for bigger issues.
txjqbr6FoZs	27.559	39.065	0.6666666865348816	3	I’m currently studying Applied Economics and the best aspect of this course, for me, is that Applied Economics applies economics to real life and real modules.
txjqbr6FoZs	47.912	53.562	0.3333333432674408	5	I did study economics at school; I studied economics A Level standard.
txjqbr6FoZs	38.374	47.585	1.6666666269302368	4	So you are doing a degree that you can use in every day standards with writing, presenting, speaking about it, so that’s the best part of the course for me.
txjqbr6FoZs	65.752	80.64	1.0	7	The types of resources I found available and helpful at Kingston University is definitely the Library; it’s open 24/7, so if you are a night owl like me and like to study in the evenings you can go by and spend the whole night working in the Library.
txjqbr6FoZs	52.562	65.634	0.3333333432674408	6	However I studied it in a foreign country so when I came to England and I came to Kingston they brought me into an introductory course of economics as a module and that really helped bringing me up to the English standard of economics.
txjqbr6FoZs	93.09	97.941	1.0	9	So I’ve used all these different types of systems to help me throughout.
txjqbr6FoZs	79.96	93.78	1.3333333730697632	8	Also different things like there are lots of people you can speak to about even mathematics problems, especially on a course like economics, or helping you find you part time jobs, accommodation for second and third year.
u6H0sVuY1ac	7.674	17.863	1.0	1	The report aims to see which businesses are using technology to transform their sectors both by implementing existing technology and developing new innovations.
u6H0sVuY1ac	28.357	38.656	0.3333333432674408	3	KPMG was also praised for its integration of technological solutions to business problems and its flexibility in the use of technology to empower clients and employees.
u8ViR4L2cVk	0.0	6.249	-1.0	0	Rob: Millions of people die every year for a stupid reason; they are just too poor to stay alive.
u8ViR4L2cVk	30.312	38.426	1.0	5	The fact is it's cheaper and smarter to help developing countries than let their economies spin out of control.
u8ViR4L2cVk	23.348	30.903	0.6666666865348816	4	Poor communities are hot beds for instability, whereas a functioning community becomes another market for our goods.
u94VPxEIJPg	26.302	28.519	0.0	11	They had no power system
u94VPxEIJPg	49.998	56.525	-1.0	13	If the socialists got into power they'd be concerned about the working man
u94VPxEIJPg	0.899	5.511	-0.6666666865348816	1	""" Say ""I'm not interested in your opinion, I want facts"
u94VPxEIJPg	6.676	9.223	-0.3333333432674408	3	And they'll try to detract you
u94VPxEIJPg	10.976	13.094	-0.3333333432674408	5	""" ""Have you ever tried it"
u94VPxEIJPg	8.901	11.757	-0.6666666865348816	4	"They'll say ""It will kill incentive"
u94VPxEIJPg	14.239	20.367	0.0	7	""" ""Well, Russia didn't have the resources we have and they didn't steal the land"
u94VPxEIJPg	21.213	26.104	-0.6666666865348816	9	""" Russia had men pulling boats along the Volga River"
uAExKaLeOl8	139.215	149.703	0.6666666865348816	13	So speak to a professional when seeking any unsecured loan advice to ensure you get the best possible unsecured loan solution for your personal circumstances.
uAExKaLeOl8	150.26	168.132	0.3333333432674408	14	To get help today complete our online form at Justunsecuredloans.com and you will be put in contact with an unsecured loan expert, who can answer any questions you have and take you through all the options to ensure you find the best unsecured loan solution.
uAExKaLeOl8	0.0	6.299	0.0	0	Hi I am Peter O'Grady Today I would like to talk to you about Student Loans.
uAExKaLeOl8	17.432	24.887	0.0	2	These unsecured loans are government funded and are for higher educational graduates within the UK.
uAExKaLeOl8	48.711	56.216	1.0	5	The government have set up these schemes to make it affordable for students to carry on their higher education and achieve their goals and ambitions.
uAExKaLeOl8	27.439	47.735	0.6666666865348816	4	Well Students are being asked to pay for their own tuition fees, normally at a cost of approximately £3000 per annum, funding is difficult for most people let alone students, so for a student to go to university and pay out of their own pocket can be very demanding on any savings they have or even their parents.
uAExKaLeOl8	91.204	107.36	0.6666666865348816	9	In simple terms these unsecured loans are payable back to the government once the student has started employment or self employment and they start earning a gross income in excess of £15,000 per annum, the amount they pay back will be determined by actually how much they earn.
uAExKaLeOl8	87.752	91.137	0.0	8	When are these unsecured loans payable back to the government?
uBgRo9tnv-I	2.645	7.397	0.3333333432674408	1	It's not a fixed and finished model and just a calculation
uBgRo9tnv-I	0.0	3.645	0.3333333432674408	0	Everybody is invited, we will create it together
uBgRo9tnv-I	13.491	17.045	0.0	3	And then it's for me, related to direct democracy
uBgRo9tnv-I	6.397	14.201	1.0	2	That's the first point: to believe, to trust in what we are thinking, and that we can do it
uBgRo9tnv-I	20.724	37.987	-1.0	5	And then, how does it work - financially, for example - is that you can imagine, if there's an unconditional basic floor for everybody, then wages can decrease, about the [basic income's] amount
uBgRo9tnv-I	16.045	21.066	0.0	4	There's a lack in the world of the role of democracy: we have to renew it
uBgRo9tnv-I	46.965	52.764	0.0	7	That's taken over by an unconditional basic income we give each other
uBgRo9tnv-I	37.576	47.765	-0.3333333432674408	6	So wages and all other incomes do no longer have the task to [fund] livelihood, they no longer have this task to ensure existence
uITHY4LORDs	0.0	5.441	-0.6666666865348816	0	Now, something that you don't want to do with regard to humor.
uITHY4LORDs	10.068	33.168	-0.6666666865348816	2	"What that means is announcing to your audience (or repeating to your audience, or going over and over again to your audience), 'Hey, I'm going to tell you a really funny story."" That's setting you up for failure."
uITHY4LORDs	36.179	44.562	0.0	4	Because then that automatically makes me think, 'Well, I might not think it's funny.' Again we jump back to spontaneity.
uN0d3ZOkDp8	5.329	14.87	1.3333333730697632	1	Cordyceps mushroom is traditionally used to treat sexual dysfunction and fertility in Chinese medicine, but it also has many immune modulating properties.
uN0d3ZOkDp8	23.668	29.666	2.3333332538604736	3	All Absorb Health products come with free shipping, a money back guarantee, and one day handling.
uN0d3ZOkDp8	14.548	23.839	1.0	2	It also has been shown to increase time to fatigue; decrease biomarkers of stress; and increases testosterone secretions from cells.
uN0d3ZOkDp8	29.215	34.665	2.0	4	Thank you for making Absorb Health your Mind, Body, and Spirit solution.
uQds2dN1AiM	5.489	18.442	1.0	1	I have lived in the region for a year when I was younger in Kuwait, and then I now live in Turkey, in Istanbul, responsible for Middle East Africa for my company.
uTWeng4h5eM	7.744	15.468	0.3333333432674408	1	Timing your monologue is not a good thing to do the day of the audition or even the day before the audition.
uTWeng4h5eM	82.115	85.659	0.0	8	Don't say that was an awful performance or a good performance.
uTWeng4h5eM	84.659	88.552	0.0	9	Just know how long it is, so that you are not going to break the rule.
uTWeng4h5eM	47.164	68.009	0.3333333432674408	5	"If you have an ability to another monologue, and they say how long is that, you can say ""I have another one minute or another one minute and a half monologue to give you"". All of these things so that you are well prepared and again, it is very easy to get disqualified by going over the time and people will think that you are unprofessional."
uTWeng4h5eM	38.953	46.787	0.3333333432674408	4	Know that, if you are asked for one minute monologue that is going to be exactly or no more than one minute.
uU_3tbZ1zG8	71.639	84.951	2.0	11	Eventually I realized that Grace’s intention was not to zap me into healing, but rather help me grow into my own self so that I can create miracles on my own.
uU_3tbZ1zG8	64.754	70.463	1.3333333730697632	10	Realizations and new ideas started to come to me at a rapid pace.
uU_3tbZ1zG8	86.255	92.304	1.0	12	Grace is like a mother supporting and protecting the child during the growth process.
uU_3tbZ1zG8	143.675	148.995	0.6666666865348816	20	Observation of the growth process itself will speed up your growth.
uU_3tbZ1zG8	98.418	106.821	1.0	14	So, if you are on iZone energy, watch how miraculously Grace is supporting your growth process.
uU_3tbZ1zG8	116.686	123.842	2.0	16	These realizations are being pumped up into your consciousness through the power of Grace.
uU_3tbZ1zG8	160.247	173.36	1.6666666269302368	23	Let me repeat that Grace’s intention is not to zap you into healing, but rather help you grow into your own self so that you can create miracles on your own.
uU_3tbZ1zG8	4.93	11.986	-1.3333333730697632	1	It is a long story, but in short, this distorted environment caused me to lose myself.
uU_3tbZ1zG8	41.926	49.89	0.6666666865348816	7	Then I decided to develop the iZone Technology in the hopes that the Grace energy will “fix” all my problems.
uU_3tbZ1zG8	30.402	39.803	-1.3333333730697632	6	While spirituality opened my eyes to new ways at looking at things, it did not help me get my sense of self back.
uU_3tbZ1zG8	56.603	64.188	1.6666666269302368	9	What I did notice was that Grace energy was tremendously helping me grow into my own self.
uU_3tbZ1zG8	149.162	154.313	0.6666666865348816	21	In due time, you will be able to create miracles on your own.
uWW1ejwFURI	0.0	3.585	0.0	0	I'm Joshua Dale, an Associate at Carroll &amp; O'Dea Lawyers.
uXYAfpQUYVE	70.002	79.563	-0.6666666865348816	10	We know from history that evil forces can cause incredible anguish and suffering even if they don’t ultimately prevail.
uXYAfpQUYVE	169.386	175.066	0.3333333432674408	20	We have to summon the will not merely to counter that threat, but to overwhelm it.
uXYAfpQUYVE	140.791	149.145	0.6666666865348816	17	We see the World Bank and national aid agencies working in tandem with business leaders to assist the most vulnerable communities.
uXYAfpQUYVE	181.379	189.553	0.3333333432674408	22	Together we must act because given the nature of our adversary, we have no other option but to prevail.
uXYAfpQUYVE	131.083	141.273	1.6666666269302368	16	We see clerics, scholars, women, young people all pushing back online and offline to discredit hateful ideologies.
uXYAfpQUYVE	159.519	169.907	-1.6666666269302368	19	Make no mistake, we are under attack by a vicious and ruthless foe that is preparing for a struggle that will last generations.
uXYAfpQUYVE	17.901	23.44	1.6666666269302368	3	The first is that we are going to win the fight against violent extremism.
uXYAfpQUYVE	26.711	34.206	-0.3333333432674408	5	It does mean that the forces that drive terrorism today are not sustainable over time.
uXYAfpQUYVE	23.149	27.132	0.0	4	That doesn’t mean we’re going to eliminate it completely or overnight.
uXYAfpQUYVE	174.894	181.741	0.6666666865348816	21	Let us reconvene in September with that determination firmly in mind.
uYzZB4ccG1Q	185.53	187.827	1.0	24	 So, I'd love to hear from you
uYzZB4ccG1Q	186.827	193.454	0.3333333432674408	25	 Post a comment below on what you're going to do differently from this video
uYzZB4ccG1Q	192.753	198.123	1.3333333730697632	26	 What are you going to take away and implement right away? Leave your comment below
uYzZB4ccG1Q	197.163	202.364	1.6666666269302368	27	 I will read through them personally and see if I can contribute back in any positive way
uYzZB4ccG1Q	136.431	144.036	1.6666666269302368	20	 First and foremost, be willing to seek out the best in the world and work with those people
uYzZB4ccG1Q	143.036	164.061	1.6666666269302368	21	 Again, whether they are on your team, whether they're mentors, or whether it's a group of people, seek out the best and invest at that particular level because that not only demonstrates how willing you are to get the help that you need, but, by working with the best, it also insures that you get much better results
uYzZB4ccG1Q	163.31	168.141	1.3333333730697632	22	 The second thing that you must do is invest in what you need
uYzZB4ccG1Q	167.72	186.121	2.3333332538604736	23	" Like, be willing to say: ""I can't do this alone; I don't have all the answers; I need more support"" and begin allowing your own investment to circulate out because not only on the energetic level does that shift things but, again, having that help gets you better results"
uYzZB4ccG1Q	201.783	210.445	1.0	28	 And, as always, the most advanced training happens when you are a newsletter subscriber over at bigvisionbusiness
uYzZB4ccG1Q	13.61	18.492	0.6666666865348816	1	 Hi there, I'm Max Simon and welcome to the Big Vision Show
uYzZB4ccG1Q	-0.488	10.011	0.6666666865348816	0	Max: In today's episode, we're talking about a fundamental dilemma that prevents you from making more money and growing your business
uYzZB4ccG1Q	23.199	41.18	0.0	3	 Now, if you're having lots of dialogues lately with entrepreneurs that are striving to grow their business and what we see over and over again is this fundamental thing that's preventing you, let's say, from making more money and growing your business
uYzZB4ccG1Q	18.08	23.79	1.3333333730697632	2	 This is all about how you can reach more people and thrive financially
uYzZB4ccG1Q	42.495	45.311	0.3333333432674408	5	 First, let's start with some context
uYzZB4ccG1Q	40.689	42.717	0.6666666865348816	4	 So here's what it is
uYzZB4ccG1Q	44.311	59.868	1.3333333730697632	6	 So, on one side of the equation you want people to value what you do for them to buy your services, to compensate you well for them, to be hungry for it, and also to really see the value of it
uYzZB4ccG1Q	77.256	80.501	-0.3333333432674408	9	 Now, here's the correlation that most people don't see
uYzZB4ccG1Q	61.681	78.256	0.3333333432674408	8	 On the other side, you have means that you need to invest in whether it's staff or mentors or technology or something else that you need in your life specifically to help you, let's say in this case, grow your business
uYzZB4ccG1Q	85.487	87.914	0.0	11	 They ask for favors
uYzZB4ccG1Q	79.8	86.417	0.6666666865348816	10	 Most of the time, when it comes to you investing in what you need, people look for deals
uYzZB4ccG1Q	91.454	96.644	0.0	13	 They just avoid working with the best people in the world
